City,Country,Order Date,Product,Region,Segment,Ship Mode,State,Profit/Loss,Sales,Sl.No
Chennai,INDIA,27-08-2017,Sleep Wear,South,Fashion,Take Away,Tamil Nadu,410,3696,680
Vizak,INDIA,27-08-2017,Ethnic Wear,South,Fashion,Take Away,Telagana,11890,27720,681
Rewari,INDIA,27-08-2017,Ethnic Wear,North,Fashion,Take Away,Haryana,902,5712,682
Pune,INDIA,15-04-2017,Sport Wear,Central,Fashion,Home Delivery,Maharastra,10660,29484,683
Pune,INDIA,12-11-2017,Ethnic Wear,Central,Fashion,Take Away,Maharastra,12710,29988,684
Tirupati,INDIA,14-11-2016,Western Wear,South,Fashion,Take Away,Andra Pradesh,328,2352,685
Agra,INDIA,24-01-2017,Sport Wear,North,Fashion,Take Away,Madhya Pradesh,1312,5628,686
Rewari,INDIA,16-09-2015,Sleep Wear,North,Fashion,Take Away,Haryana,246,23604,687
Chennai,INDIA,15-11-2016,Sleep Wear,South,Fashion,Take Away,Tamil Nadu,246,1848,688
Rewari,INDIA,09-09-2017,Sport Wear,North,Fashion,Take Away,Haryana,3116,9240,689
Chennai,INDIA,09-09-2017,Accessories,South,Fashion,Take Away,Tamil Nadu,29520,167832,690
Pune,INDIA,13-08-2017,Ethnic Wear,Central,Fashion,Take Away,Maharastra,5248,20580,691
Ludhiyana,INDIA,13-08-2017,Sport Wear,North,Fashion,Take Away,Punjab,5084,10416,692
Bubneshwar,INDIA,16-11-2016,Sleep Wear,Central,Fashion,Take Away,Orissa,2050,5292,693
Dibrugarh,INDIA,16-11-2016,Western Wear,North,Fashion,Take Away,Assam,2952,12516,694
Udaipur,INDIA,20-10-2018,Western Wear,North,Fashion,Take Away,Rajasthan,2050,20664,695
Pune,INDIA,20-10-2018,Sport Wear,Central,Fashion,Home Delivery,Maharastra,7216,33264,696
Ludhiyana,INDIA,24-08-2015,Sport Wear,North,Fashion,Take Away,Punjab,164,1344,697
Noida,INDIA,03-12-2018,Accessories,North,Fashion,Take Away,Uttar Pradesh,9594,19992,698
Ludhiyana,INDIA,24-04-2018,Western Wear,North,Fashion,Take Away,Punjab,1230,4452,699
Mangalore,INDIA,22-05-2016,Foot Wear,South,Fashion,Take Away,Karnataka,574,1260,700
Bubneshwar,INDIA,23-02-2016,Sleep Wear,Central,Fashion,Take Away,Orissa,3198,8232,701
Mangalore,INDIA,23-02-2016,Accessories,South,Fashion,Take Away,Karnataka,410,2520,702
Mangalore,INDIA,18-08-2015,Western Wear,South,Fashion,Take Away,Karnataka,738,18480,703
Bubneshwar,INDIA,18-08-2015,Foot Wear,Central,Fashion,Home Delivery,Orissa,5002,16380,704
Kolkata,INDIA,11-08-2016,Western Wear,North,Fashion,Take Away,West Bengal,5904,18816,705
Rewari,INDIA,03-03-2016,Sport Wear,North,Fashion,Home Delivery,Haryana,,176820,706
Surat,INDIA,03-03-2016,Western Wear,North,Fashion,Take Away,Gujrat,7462,68460,707
Tirupati,INDIA,08-08-2018,Ethnic Wear,South,Fashion,Home Delivery,Andra Pradesh,2050,4200,708
Kolkata,INDIA,12-11-2018,Foot Wear,North,Fashion,Home Delivery,West Bengal,7298,106680,709
Udaipur,INDIA,12-11-2018,Ethnic Wear,North,Fashion,Take Away,Rajasthan,,270564,710
Vizak,INDIA,12-11-2018,Foot Wear,South,Fashion,Take Away,Telagana,82,1596,711
Rewari,INDIA,12-11-2018,Western Wear,North,Fashion,Take Away,Haryana,3198,6636,712
Pune,INDIA,12-11-2018,Sleep Wear,Central,Fashion,Take Away,Maharastra,,155064,713
Rewari,INDIA,12-11-2018,Foot Wear,North,Fashion,Take Away,Haryana,574,3024,714
Kolkata,INDIA,12-11-2018,Western Wear,North,Fashion,Take Away,West Bengal,8856,32340,715
Rewari,INDIA,12-11-2018,Ethnic Wear,North,Fashion,Take Away,Haryana,2952,19152,716
Tirupati,INDIA,12-11-2018,Sleep Wear,South,Fashion,Take Away,Andra Pradesh,3198,12096,717
Noida,INDIA,12-11-2018,Sport Wear,North,Fashion,Take Away,Uttar Pradesh,82,12936,718
Jamshedpur,INDIA,22-05-2016,Western Wear,North,Fashion,Take Away,Jharkhand,2624,6636,719
Vizak,INDIA,19-08-2015,Sleep Wear,South,Fashion,Take Away,Telagana,15170,131796,720
Bubneshwar,INDIA,01-06-2016,Western Wear,Central,Fashion,Take Away,Orissa,4674,160356,721
Udaipur,INDIA,01-06-2016,Western Wear,North,Fashion,Take Away,Rajasthan,1476,3696,722
Udaipur,INDIA,23-08-2016,Sleep Wear,North,Fashion,Take Away,Rajasthan,49118,76860,723
Pune,INDIA,23-08-2016,Sleep Wear,Central,Fashion,Take Away,Maharastra,2214,9912,724
Noida,INDIA,23-08-2016,Sport Wear,North,Fashion,Take Away,Uttar Pradesh,1230,58128,725
Surat,INDIA,15-09-2015,Western Wear,North,Fashion,Take Away,Gujrat,656,1764,726
Bubneshwar,INDIA,28-11-2017,Sleep Wear,Central,Fashion,Home Delivery,Orissa,164,420,727
Ludhiyana,INDIA,24-09-2017,Ethnic Wear,North,Fashion,Take Away,Punjab,6642,7476,728
Surat,INDIA,24-09-2017,Western Wear,North,Fashion,Take Away,Gujrat,82,4956,729
Ludhiyana,INDIA,24-09-2017,Sleep Wear,North,Fashion,Take Away,Punjab,10824,22176,730
Chennai,INDIA,24-09-2017,Sport Wear,South,Fashion,Take Away,Tamil Nadu,8692,16464,731
Surat,INDIA,24-09-2017,Western Wear,North,Fashion,Take Away,Gujrat,5084,5796,732
Vizak,INDIA,24-09-2017,Western Wear,South,Fashion,Take Away,Telagana,410,1680,733
Pune,INDIA,17-06-2018,Sleep Wear,Central,Fashion,Take Away,Maharastra,1886,177660,734
Kolkata,INDIA,17-06-2018,Western Wear,North,Fashion,Take Away,West Bengal,3444,12264,735
Chennai,INDIA,17-06-2018,Western Wear,South,Fashion,Take Away,Tamil Nadu,1558,10164,736
Agra,INDIA,29-12-2018,Western Wear,North,Fashion,Home Delivery,Madhya Pradesh,492,5376,737
Kolkata,INDIA,26-12-2017,Western Wear,North,Fashion,Take Away,West Bengal,2624,5376,738
Rewari,INDIA,17-05-2017,Ethnic Wear,North,Fashion,Take Away,Haryana,23944,25536,739
Tirupati,INDIA,11-06-2018,Sport Wear,South,Fashion,Home Delivery,Andra Pradesh,984,2688,740
Noida,INDIA,18-07-2016,Ethnic Wear,North,Fashion,Take Away,Uttar Pradesh,164,5040,741
Pune,INDIA,18-07-2016,Ethnic Wear,Central,Fashion,Take Away,Maharastra,246,4200,742
Tirupati,INDIA,18-07-2016,Western Wear,South,Fashion,Take Away,Andra Pradesh,3608,24612,743
Pune,INDIA,10-12-2018,Western Wear,Central,Fashion,Take Away,Maharastra,3690,7476,744
Bubneshwar,INDIA,10-12-2018,Accessories,Central,Fashion,Home Delivery,Orissa,1312,2772,745
Tirupati,INDIA,10-12-2018,Foot Wear,South,Fashion,Home Delivery,Andra Pradesh,492,2352,746
Pune,INDIA,10-12-2018,Sport Wear,Central,Fashion,Take Away,Maharastra,1312,19404,747
Noida,INDIA,10-12-2018,Western Wear,North,Fashion,Take Away,Uttar Pradesh,4100,21252,748
Noida,INDIA,06-08-2017,Sleep Wear,North,Fashion,Take Away,Uttar Pradesh,574,3696,749
Ludhiyana,INDIA,24-12-2017,Ethnic Wear,North,Fashion,Home Delivery,Punjab,410,1176,750
Ludhiyana,INDIA,26-08-2018,Ethnic Wear,North,Fashion,Home Delivery,Punjab,2624,12600,751
Udaipur,INDIA,26-08-2018,Western Wear,North,Fashion,Take Away,Rajasthan,1640,13608,752
Udaipur,INDIA,17-08-2016,Sleep Wear,North,Fashion,Take Away,Rajasthan,2214,5376,753
Mangalore,INDIA,17-08-2016,Sport Wear,South,Fashion,Take Away,Karnataka,1722,6384,754
Tirupati,INDIA,17-08-2016,Western Wear,South,Fashion,Home Delivery,Andra Pradesh,1558,7392,755
Bubneshwar,INDIA,24-02-2018,Sleep Wear,Central,Fashion,Take Away,Orissa,492,1512,756
Chennai,INDIA,24-02-2018,Ethnic Wear,South,Fashion,Take Away,Tamil Nadu,574,1428,757
Pune,INDIA,24-02-2018,Foot Wear,Central,Fashion,Take Away,Maharastra,18532,39564,758
Pune,INDIA,24-02-2018,Sleep Wear,Central,Fashion,Take Away,Maharastra,2706,6972,759
Ludhiyana,INDIA,27-08-2015,Sleep Wear,North,Fashion,Take Away,Punjab,328,1428,760
Ludhiyana,INDIA,11-12-2016,Ethnic Wear,North,Fashion,Take Away,Punjab,2460,4788,761
Vizak,INDIA,11-12-2016,Foot Wear,South,Fashion,Take Away,Telagana,246,1008,762
Agra,INDIA,11-12-2016,Western Wear,North,Fashion,Take Away,Madhya Pradesh,656,2352,763
Udaipur,INDIA,11-12-2016,Ethnic Wear,North,Fashion,Take Away,Rajasthan,246,2940,764
Vizak,INDIA,11-12-2016,Western Wear,South,Fashion,Take Away,Telagana,656,10500,765
Mangalore,INDIA,20-04-2016,Sleep Wear,South,Fashion,Take Away,Karnataka,3280,10416,766
Noida,INDIA,25-07-2017,Ethnic Wear,North,Fashion,Take Away,Uttar Pradesh,164,7896,767
Tirupati,INDIA,25-07-2017,Sport Wear,South,Fashion,Take Away,Andra Pradesh,5412,38136,768
Dibrugarh,INDIA,25-07-2017,Sleep Wear,North,Fashion,Take Away,Assam,574,24024,769
Vizak,INDIA,25-07-2017,Ethnic Wear,South,Fashion,Take Away,Telagana,1476,22428,770
Ludhiyana,INDIA,25-12-2018,Western Wear,North,Fashion,Take Away,Punjab,5248,15456,771
Vizak,INDIA,08-08-2018,Ethnic Wear,South,Fashion,Take Away,Telagana,3198,8652,772
Mangalore,INDIA,08-08-2018,Sleep Wear,South,Fashion,Take Away,Karnataka,492,12012,773
Rewari,INDIA,08-08-2018,Sport Wear,North,Fashion,Home Delivery,Haryana,26732,152040,774
Ludhiyana,INDIA,26-08-2015,Ethnic Wear,North,Fashion,Take Away,Punjab,164,6384,775
Tirupati,INDIA,27-09-2017,Western Wear,South,Fashion,Take Away,Andra Pradesh,1558,4032,776
Kolkata,INDIA,27-09-2017,Western Wear,North,Fashion,Take Away,West Bengal,5658,13272,777
Vizak,INDIA,27-09-2017,Ethnic Wear,South,Fashion,Take Away,Telagana,3772,11760,778
Kolkata,INDIA,27-09-2017,Sport Wear,North,Fashion,Take Away,West Bengal,9840,91644,779
Agra,INDIA,22-07-2017,Western Wear,North,Fashion,Home Delivery,Madhya Pradesh,2460,7056,780
Ludhiyana,INDIA,18-12-2016,Western Wear,North,Fashion,Take Away,Punjab,656,2352,781
Noida,INDIA,02-12-2016,Western Wear,North,Fashion,Take Away,Uttar Pradesh,410,1092,782
Bubneshwar,INDIA,02-12-2016,Western Wear,Central,Fashion,Take Away,Orissa,20828,58212,783
Kolkata,INDIA,02-12-2016,Foot Wear,North,Fashion,Take Away,West Bengal,738,3192,784
Ludhiyana,INDIA,25-09-2018,Sleep Wear,North,Fashion,Take Away,Punjab,1148,5292,793
Udaipur,INDIA,30-10-2018,Western Wear,North,Fashion,Take Away,Rajasthan,574,3864,920
Dibrugarh,INDIA,25-09-2018,Western Wear,North,Fashion,Take Away,Assam,984,3528,921
Bubneshwar,INDIA,25-09-2018,Ethnic Wear,Central,Fashion,Take Away,Orissa,31734,75012,922
Udaipur,INDIA,25-09-2018,Ethnic Wear,North,Fashion,Take Away,Rajasthan,7872,23100,923
Coimbatore,INDIA,25-09-2018,Western Wear,South,Fashion,Take Away,Tamil Nadu,32144,80304,924
Rewari,INDIA,28-05-2015,Accessories,North,Fashion,Take Away,Haryana,2460,11844,925
Dibrugarh,INDIA,28-05-2015,Western Wear,North,Fashion,Take Away,Assam,32390,69468,926
Mangalore,INDIA,28-05-2015,Accessories,South,Fashion,Home Delivery,Karnataka,3280,59892,927
Dibrugarh,INDIA,28-05-2015,Western Wear,North,Fashion,Take Away,Assam,1148,3696,928
Jamshedpur,INDIA,22-11-2016,Western Wear,North,Fashion,Take Away,Jharkhand,82,3612,1402
Noida,INDIA,13-06-2018,Foot Wear,North,Fashion,Take Away,Uttar Pradesh,328,4536,1403
Jamshedpur,INDIA,10-09-2015,Western Wear,North,Fashion,Take Away,Jharkhand,574,1428,1404
Gurgaon,INDIA,26-07-2018,Western Wear,North,Fashion,Take Away,Haryana,738,23352,1405
Guwahati,INDIA,26-07-2018,Foot Wear,North,Fashion,Take Away,Assam,1722,4620,1406
Chennai,INDIA,26-07-2018,Ethnic Wear,South,Fashion,Take Away,Tamil Nadu,820,2100,1407
Pune,INDIA,18-09-2018,Ethnic Wear,Central,Fashion,Home Delivery,Maharastra,410,2268,1408
Ananthpur,INDIA,08-08-2018,Sleep Wear,South,Fashion,Home Delivery,Kerela,656,22512,1409
Udaipur,INDIA,26-09-2018,Ethnic Wear,North,Fashion,Take Away,Rajasthan,4592,6216,1410
Udaipur,INDIA,26-09-2018,Accessories,North,Fashion,Take Away,Rajasthan,738,756,1411
Kolkata,INDIA,30-06-2018,Foot Wear,North,Fashion,Take Away,West Bengal,656,7224,1412
Ananthpur,INDIA,30-06-2018,Sleep Wear,South,Fashion,Take Away,Kerela,574,6720,1413
Ahmedabad,INDIA,30-06-2018,Western Wear,North,Fashion,Take Away,Mizoram,246,1428,1414
Guwahati,INDIA,29-10-2018,Sport Wear,North,Fashion,Take Away,Assam,656,7476,1415
Bangalore,INDIA,29-10-2018,Sleep Wear,South,Fashion,Take Away,Karnataka,1968,85344,1416
Bubneshwar,INDIA,07-05-2017,Western Wear,Central,Fashion,Take Away,Orissa,164,3612,1417
Bangalore,INDIA,07-05-2017,Accessories,South,Fashion,Take Away,Karnataka,656,3444,1418
Ananthpur,INDIA,07-05-2017,Sport Wear,North,Fashion,Take Away,Daman And Diu,246,6720,1419
Bubneshwar,INDIA,14-08-2017,Foot Wear,Central,Fashion,Take Away,Orissa,246,1848,1420
Agra,INDIA,14-08-2017,Western Wear,North,Fashion,Take Away,Madhya Pradesh,410,2100,1421
Noida,INDIA,02-02-2015,Sport Wear,North,Fashion,Home Delivery,Uttar Pradesh,4838,49056,1422
Chennai,INDIA,02-02-2015,Western Wear,South,Fashion,Take Away,Tamil Nadu,0,7224,1423
Bangalore,INDIA,02-02-2015,Foot Wear,South,Fashion,Take Away,Karnataka,656,1092,1424
Gurgaon,INDIA,12-08-2018,Western Wear,North,Fashion,Take Away,Haryana,328,756,1425
Ahmedabad,INDIA,12-08-2018,Sleep Wear,North,Fashion,Take Away,Mizoram,492,1932,1426
Kolkata,INDIA,21-08-2017,Ethnic Wear,North,Fashion,Home Delivery,West Bengal,1722,4536,1427
Hydrabad,INDIA,21-08-2017,Western Wear,South,Fashion,Home Delivery,Telagana,574,2184,1428
Ludhiyana,INDIA,13-03-2017,Accessories,North,Fashion,Take Away,Punjab,1066,4788,1429
Pune,INDIA,13-03-2017,Western Wear,Central,Fashion,Take Away,Maharastra,6724,20328,1430
Noida,INDIA,30-12-2016,Sport Wear,North,Fashion,Take Away,Uttar Pradesh,5330,30660,1431
Udaipur,INDIA,09-08-2017,Ethnic Wear,North,Fashion,Take Away,Rajasthan,492,4788,1432
Agra,INDIA,01-08-2018,Western Wear,North,Fashion,Take Away,Madhya Pradesh,2214,11004,1433
Kolkata,INDIA,05-08-2016,Accessories,North,Fashion,Take Away,West Bengal,246,12600,1434
Jamshedpur,INDIA,05-08-2016,Western Wear,North,Fashion,Take Away,Jharkhand,164,1428,1435
Bubneshwar,INDIA,05-08-2016,Accessories,Central,Fashion,Home Delivery,Orissa,492,6636,1436
Ananthpur,INDIA,05-08-2016,Ethnic Wear,North,Fashion,Take Away,Daman And Diu,82,756,1437
Dibrugarh,INDIA,05-08-2016,Foot Wear,North,Fashion,Take Away,Assam,8938,19068,1438
Noida,INDIA,05-08-2016,Sleep Wear,North,Fashion,Home Delivery,Uttar Pradesh,3772,38808,1439
Gurgaon,INDIA,20-03-2017,Ethnic Wear,North,Fashion,Take Away,Haryana,18942,97104,1440
Bangalore,INDIA,20-03-2017,Western Wear,South,Fashion,Take Away,Karnataka,8610,17976,1441
Bubneshwar,INDIA,02-06-2016,Western Wear,Central,Fashion,Take Away,Orissa,2952,6636,1442
Hydrabad,INDIA,02-06-2016,Sleep Wear,South,Fashion,Take Away,Telagana,4182,26208,1443
Jamshedpur,INDIA,20-01-2017,Western Wear,North,Fashion,Take Away,Jharkhand,2706,15456,1444
Agra,INDIA,20-01-2017,Ethnic Wear,North,Fashion,Take Away,Madhya Pradesh,328,1260,1445
Gurgaon,INDIA,22-09-2015,Ethnic Wear,North,Fashion,Take Away,Haryana,1230,3024,1446
Dibrugarh,INDIA,11-07-2018,Western Wear,North,Fashion,Take Away,Assam,246,2520,1447
Pune,INDIA,11-07-2018,Western Wear,Central,Fashion,Take Away,Maharastra,10086,85932,1448
Hydrabad,INDIA,11-07-2018,Ethnic Wear,South,Fashion,Take Away,Telagana,492,9072,1449
Ananthpur,INDIA,17-08-2015,Ethnic Wear,North,Fashion,Take Away,Daman And Diu,984,4284,1450
Kolkata,INDIA,31-05-2015,Sport Wear,North,Fashion,Home Delivery,West Bengal,,187236,1451
Bubneshwar,INDIA,22-11-2017,Sport Wear,Central,Fashion,Take Away,Orissa,6314,17136,1452
Kolkata,INDIA,09-08-2018,Western Wear,North,Fashion,Take Away,West Bengal,4264,10584,1453
Hydrabad,INDIA,09-08-2018,Western Wear,South,Fashion,Take Away,Telagana,3854,21756,1454
Ahmedabad,INDIA,02-06-2018,Ethnic Wear,North,Fashion,Take Away,Mizoram,738,1428,1455
Agra,INDIA,02-06-2018,Accessories,North,Fashion,Take Away,Madhya Pradesh,2050,6300,1456
Chennai,INDIA,21-08-2017,Western Wear,South,Fashion,Take Away,Tamil Nadu,1968,4116,1457
Ludhiyana,INDIA,21-08-2017,Sleep Wear,North,Fashion,Take Away,Punjab,2624,45444,1458
Bangalore,INDIA,21-08-2017,Ethnic Wear,South,Fashion,Take Away,Karnataka,820,5040,1459
Hydrabad,INDIA,21-08-2017,Western Wear,South,Fashion,Take Away,Telagana,2460,9492,1460
Udaipur,INDIA,21-08-2017,Ethnic Wear,North,Fashion,Home Delivery,Rajasthan,5412,19152,1461
Dibrugarh,INDIA,17-05-2018,Ethnic Wear,North,Fashion,Take Away,Assam,4510,13608,1462
Jamshedpur,INDIA,08-06-2015,Foot Wear,North,Fashion,Take Away,Jharkhand,574,12264,1463
Udaipur,INDIA,16-08-2017,Ethnic Wear,North,Fashion,Home Delivery,Rajasthan,820,2184,1464
Jamshedpur,INDIA,16-08-2017,Foot Wear,North,Fashion,Take Away,Jharkhand,2132,9240,1465
Gurgaon,INDIA,16-08-2017,Ethnic Wear,North,Fashion,Take Away,Haryana,3034,7224,1466
Pune,INDIA,12-06-2017,Sleep Wear,Central,Fashion,Take Away,Maharastra,1968,6048,1467
Gurgaon,INDIA,12-06-2017,Accessories,North,Fashion,Take Away,Haryana,82,1680,1468
Ludhiyana,INDIA,25-08-2016,Western Wear,North,Fashion,Take Away,Punjab,10496,15372,1469
Pune,INDIA,25-08-2016,Western Wear,Central,Fashion,Home Delivery,Maharastra,3116,5292,1470
Jamshedpur,INDIA,25-08-2016,Accessories,North,Fashion,Take Away,Jharkhand,2460,4872,1471
Hydrabad,INDIA,25-08-2016,Sleep Wear,South,Fashion,Take Away,Telagana,2460,7476,1472
Bangalore,INDIA,25-08-2016,Ethnic Wear,South,Fashion,Take Away,Karnataka,6396,7308,1473
Udaipur,INDIA,21-03-2017,Western Wear,North,Fashion,Take Away,Rajasthan,82,2352,1474
Ahmedabad,INDIA,01-12-2016,Accessories,North,Fashion,Take Away,Mizoram,984,4536,1475
Ludhiyana,INDIA,01-12-2016,Foot Wear,North,Fashion,Take Away,Punjab,2214,4788,1476
Dibrugarh,INDIA,01-12-2016,Western Wear,North,Fashion,Home Delivery,Assam,8610,29400,1477
Ananthpur,INDIA,21-11-2018,Western Wear,North,Fashion,Take Away,Daman And Diu,1722,4200,1478
Agra,INDIA,21-11-2018,Western Wear,North,Fashion,Take Away,Madhya Pradesh,3936,36372,1479
Chennai,INDIA,03-11-2016,Foot Wear,South,Fashion,Home Delivery,Tamil Nadu,1558,6720,1480
Dibrugarh,INDIA,26-11-2017,Sport Wear,North,Fashion,Take Away,Assam,2132,7224,1481
Kolkata,INDIA,26-11-2017,Sleep Wear,North,Fashion,Take Away,West Bengal,1640,4368,1482
Ananthpur,INDIA,25-07-2016,Ethnic Wear,Central,Fashion,Home Delivery,Goa,492,2772,1631
Ananthpur,INDIA,30-04-2018,Western Wear,Central,Fashion,Home Delivery,Goa,1394,3696,1633
Tirupati,INDIA,12-11-2018,Accessories,Central,Fashion,Home Delivery,Goa,3198,12096,1717
Tirupati,INDIA,21-02-2015,Western Wear,Central,Fashion,Home Delivery,Goa,492,1764,1673
Pune,INDIA,18-07-2016,Ethnic Wear,Central,Fashion,Home Delivery,Maharastra,246,4200,1742
Pune,INDIA,15-04-2017,Foot Wear,Central,Fashion,Home Delivery,Maharastra,10660,29484,1683
Pune,INDIA,12-11-2018,Sleep Wear,Central,Fashion,Home Delivery,Maharastra,,155064,1713
Bubneshwar,INDIA,23-02-2016,Accessories,Central,Fashion,Home Delivery,Orissa,3198,8232,1701
Bubneshwar,INDIA,28-11-2017,Ethnic Wear,Central,Fashion,Home Delivery,Orissa,164,420,1727
Bubneshwar,INDIA,24-02-2018,Foot Wear,Central,Fashion,Home Delivery,Orissa,492,1512,1756
Bubneshwar,INDIA,18-08-2015,Sleep Wear,Central,Fashion,Home Delivery,Orissa,5002,16380,1704
Bubneshwar,INDIA,11-10-2017,Sport Wear,Central,Fashion,Home Delivery,Orissa,410,8568,1574
Mumbai,INDIA,18-06-2018,Cheese,Central,Groceries,Home Delivery,Maharastra,1251,7560,225
Mumbai,INDIA,14-08-2018,Detergents,Central,Groceries,Home Delivery,Maharastra,1313,12600,66
Pune,INDIA,31-03-2018,Detergents,Central,Groceries,Home Delivery,Maharastra,2460,32088,1301
Pune,INDIA,06-11-2017,Fish,Central,Groceries,Home Delivery,Maharastra,5166,14028,1315
Pune,INDIA,21-03-2018,Milk,Central,Groceries,Home Delivery,Maharastra,0,16716,1965
Pune,INDIA,28-10-2016,Vegetables,Central,Groceries,Home Delivery,Maharastra,51,1848,334
Pune,INDIA,18-10-2017,Yogurt,Central,Groceries,Home Delivery,Maharastra,738,7224,1915
Bubneshwar,INDIA,29-03-2018,Eggs,Central,Groceries,Home Delivery,Orissa,984,2856,1245
Bubneshwar,INDIA,05-08-2017,Ketchups,Central,Groceries,Home Delivery,Orissa,738,924,1302
Bubneshwar,INDIA,05-08-2017,Meat,Central,Groceries,Home Delivery,Orissa,67,924,302
Bubneshwar,INDIA,14-06-2016,Vegetables,Central,Groceries,Home Delivery,Orissa,3608,41328,1894
Bubneshwar,INDIA,07-08-2016,Yogurt,Central,Groceries,Home Delivery,Orissa,82,2436,1844
Dibrugarh,INDIA,21-04-2016,Western Wear,North,Fashion,Home Delivery,Assam,3690,16968,1510
Gurgaon,INDIA,19-02-2017,Western Wear,North,Fashion,Home Delivery,Haryana,8118,32676,1610
Rewari,INDIA,22-08-2016,Sleep Wear,North,Fashion,Home Delivery,Haryana,3444,7308,1666
Jamshedpur,INDIA,26-12-2016,Foot Wear,North,Fashion,Home Delivery,Jharkhand,2706,10920,1500
Agra,INDIA,18-01-2016,Foot Wear,North,Fashion,Home Delivery,Madhya Pradesh,5904,14364,1543
Agra,INDIA,24-01-2017,Sport Wear,North,Fashion,Home Delivery,Madhya Pradesh,1312,5628,1686
Ahmedabad,INDIA,29-06-2015,Ethnic Wear,North,Fashion,Home Delivery,Mizoram,1558,3696,1503
Surat,INDIA,03-03-2016,Sport Wear,North,Fashion,Home Delivery,Mizoram,7462,68460,1707
Surat,INDIA,24-09-2017,Western Wear,North,Fashion,Home Delivery,Mizoram,5084,5796,1732
Ludhiyana,INDIA,07-11-2016,Accessories,North,Fashion,Home Delivery,Punjab,10168,27300,1562
Ludhiyana,INDIA,25-09-2018,Accessories,North,Fashion,Home Delivery,Punjab,1148,5292,1793
Ludhiyana,INDIA,26-08-2015,Ethnic Wear,North,Fashion,Home Delivery,Punjab,164,6384,1775
Ludhiyana,INDIA,26-08-2018,Sleep Wear,North,Fashion,Home Delivery,Punjab,2624,12600,1751
Ludhiyana,INDIA,25-12-2018,Sleep Wear,North,Fashion,Home Delivery,Punjab,5248,15456,1771
Ludhiyana,INDIA,11-01-2016,Sport Wear,North,Fashion,Home Delivery,Punjab,164,6636,1652
Ludhiyana,INDIA,18-12-2016,Western Wear,North,Fashion,Home Delivery,Punjab,656,2352,1781
Ludhiyana,INDIA,13-08-2017,Western Wear,North,Fashion,Home Delivery,Punjab,5084,10416,1692
Ludhiyana,INDIA,06-08-2018,Western Wear,North,Fashion,Home Delivery,Punjab,246,4956,1515
Udaipur,INDIA,25-02-2018,Accessories,North,Fashion,Home Delivery,Rajasthan,7134,56448,1639
Udaipur,INDIA,01-06-2016,Sleep Wear,North,Fashion,Home Delivery,Rajasthan,1476,3696,1722
Udaipur,INDIA,26-08-2018,Sport Wear,North,Fashion,Home Delivery,Rajasthan,1640,13608,1752
Udaipur,INDIA,30-06-2016,Western Wear,North,Fashion,Home Delivery,Rajasthan,246,1344,1564
Noida,INDIA,24-03-2016,Ethnic Wear,North,Fashion,Home Delivery,Uttar Pradesh,410,2688,1490
Noida,INDIA,21-05-2017,Ethnic Wear,North,Fashion,Home Delivery,Uttar Pradesh,1804,4116,1640
Noida,INDIA,12-11-2018,Foot Wear,North,Fashion,Home Delivery,Uttar Pradesh,82,12936,1718
Noida,INDIA,06-08-2017,Western Wear,North,Fashion,Home Delivery,Uttar Pradesh,574,3696,1749
Kolkata,INDIA,02-12-2016,Ethnic Wear,North,Fashion,Home Delivery,West Bengal,738,3192,1784
Kolkata,INDIA,12-11-2018,Ethnic Wear,North,Fashion,Home Delivery,West Bengal,8856,32340,1715
Kolkata,INDIA,27-09-2017,Sport Wear,North,Fashion,Home Delivery,West Bengal,5658,13272,1777
Kolkata,INDIA,08-08-2017,Western Wear,North,Fashion,Home Delivery,West Bengal,2050,37128,1655
Kolkata,INDIA,27-09-2017,Western Wear,North,Fashion,Home Delivery,West Bengal,9840,91644,1779
Tirupati,INDIA,24-08-2016,Bread,North,Groceries,Home Delivery,Arunachal Pradesh,164,6888,1896
Tirupati,INDIA,30-06-2018,Ketchups,North,Groceries,Home Delivery,Arunachal Pradesh,6478,39060,1911
Tirupati,INDIA,02-09-2015,Mutton,North,Groceries,Home Delivery,Arunachal Pradesh,1312,3108,1805
Dibrugarh,INDIA,16-11-2016,Beverages,North,Groceries,Home Delivery,Assam,8938,130368,1986
Dibrugarh,INDIA,16-11-2016,Mutton,North,Groceries,Home Delivery,Assam,8938,130368,986
Dibrugarh,INDIA,27-07-2015,Vegetables,North,Groceries,Home Delivery,Assam,574,1428,1826
Guwahati,INDIA,04-01-2017,Beverages,North,Groceries,Home Delivery,Assam,16892,51912,1159
Guwahati,INDIA,19-01-2016,Cheese,North,Groceries,Home Delivery,Assam,1183,3612,104
Guwahati,INDIA,27-03-2018,Eggs,North,Groceries,Home Delivery,Assam,1230,3024,1322
Guwahati,INDIA,19-05-2015,Soft-drink,North,Groceries,Home Delivery,Assam,8692,88956,1078
Guwahati,INDIA,09-12-2015,Soft-drink,North,Groceries,Home Delivery,Assam,1558,3864,1057
Guwahati,INDIA,24-12-2017,Vegetables,North,Groceries,Home Delivery,Assam,0,29904,1370
Guwahati,INDIA,03-12-2018,Vegetables,North,Groceries,Home Delivery,Assam,1804,8568,1286
Guwahati,INDIA,19-01-2016,Yogurt,North,Groceries,Home Delivery,Assam,1640,3612,1104
Korba,INDIA,29-08-2017,Beverages,North,Groceries,Home Delivery,Bihar,492,1260,1063
